Action: Buy Fuel create...
Action: Buy Item create...
Action: Select Spaceship create...
Action: Sell Item created...
Action: Planning Travel created...
Action: Select Planet created...


Player Nuri Can is created...
---[PlayerImpl{m_name='Nuri Can', m_currentMoney=1000000.0
m_spaceShip=null
m_currentPlanet=null}]

Player John is created...
---[PlayerImpl{m_name='John', m_currentMoney=1000000.0
m_spaceShip=null
m_currentPlanet=null}]

Player Anastasia is created...
---[PlayerImpl{m_name='Anastasia', m_currentMoney=1000000.0
m_spaceShip=null
m_currentPlanet=null}]


Blackhole PKS B1424-418 is created....

Galaxy Cartwheel is created...

-----Planets are creating...

Commodity{m_name='Lithium', m_unitVolume=10, m_decayRatio=0.59, m_currentSupplyAmount=226, m_unitBuyPrice=430.98, m_unitSellPrice=330.98} is created...
Commodity{m_name='Food', m_unitVolume=10, m_decayRatio=0.38, m_currentSupplyAmount=162, m_unitBuyPrice=1385.96, m_unitSellPrice=1285.96} is created...
Commodity{m_name='Oxygen', m_unitVolume=7, m_decayRatio=0.45, m_currentSupplyAmount=275, m_unitBuyPrice=390.59, m_unitSellPrice=290.59} is created...
Commodity{m_name='Hydrogen', m_unitVolume=10, m_decayRatio=0.2, m_currentSupplyAmount=158, m_unitBuyPrice=856.42, m_unitSellPrice=756.42} is created...
Commodity{m_name='Carbon', m_unitVolume=10, m_decayRatio=0.35, m_currentSupplyAmount=205, m_unitBuyPrice=482.16, m_unitSellPrice=382.16} is created...
Commodity{m_name='Iron', m_unitVolume=11, m_decayRatio=0.44, m_currentSupplyAmount=212, m_unitBuyPrice=1140.87, m_unitSellPrice=1040.87} is created...
Commodity{m_name='Copper', m_unitVolume=7, m_decayRatio=0.65, m_currentSupplyAmount=158, m_unitBuyPrice=1199.96, m_unitSellPrice=1099.96} is created...
Commodity{m_name='Nickel', m_unitVolume=14, m_decayRatio=0.66, m_currentSupplyAmount=261, m_unitBuyPrice=402.43, m_unitSellPrice=302.43} is created...
Commodity{m_name='Aluminum', m_unitVolume=14, m_decayRatio=0.29, m_currentSupplyAmount=213, m_unitBuyPrice=1009.63, m_unitSellPrice=909.63} is created...
Commodity{m_name='Tungsten', m_unitVolume=9, m_decayRatio=0.28, m_currentSupplyAmount=156, m_unitBuyPrice=224.22, m_unitSellPrice=124.22} is created...
Commodity{m_name='Palladium', m_unitVolume=11, m_decayRatio=0.5, m_currentSupplyAmount=175, m_unitBuyPrice=657.27, m_unitSellPrice=557.27} is created...
Commodity{m_name='Rhodium', m_unitVolume=7, m_decayRatio=0.57, m_currentSupplyAmount=258, m_unitBuyPrice=1088.94, m_unitSellPrice=988.94} is created...
Commodity{m_name='Iridium', m_unitVolume=14, m_decayRatio=0.47, m_currentSupplyAmount=186, m_unitBuyPrice=1161.01, m_unitSellPrice=1061.01} is created...
Commodity{m_name='Cobalt', m_unitVolume=6, m_decayRatio=0.47, m_currentSupplyAmount=193, m_unitBuyPrice=1311.46, m_unitSellPrice=1211.46} is created...
Commodity{m_name='Mercury', m_unitVolume=8, m_decayRatio=0.2, m_currentSupplyAmount=181, m_unitBuyPrice=1364.42, m_unitSellPrice=1264.42} is created...
Commodity{m_name='Lead', m_unitVolume=5, m_decayRatio=0.53, m_currentSupplyAmount=237, m_unitBuyPrice=1227.87, m_unitSellPrice=1127.87} is created...
Commodity{m_name='Zinc', m_unitVolume=8, m_decayRatio=0.26, m_currentSupplyAmount=229, m_unitBuyPrice=1223.98, m_unitSellPrice=1123.98} is created...
Commodity{m_name='Tin', m_unitVolume=8, m_decayRatio=0.29, m_currentSupplyAmount=255, m_unitBuyPrice=1040.9, m_unitSellPrice=940.9000000000001} is created...
Commodity{m_name='Beryllium', m_unitVolume=7, m_decayRatio=0.67, m_currentSupplyAmount=164, m_unitBuyPrice=1353.06, m_unitSellPrice=1253.06} is created...
Commodity{m_name='Uranium', m_unitVolume=13, m_decayRatio=0.66, m_currentSupplyAmount=210, m_unitBuyPrice=1102.7, m_unitSellPrice=1002.7} is created...
Commodity{m_name='Thorium', m_unitVolume=10, m_decayRatio=0.47, m_currentSupplyAmount=259, m_unitBuyPrice=786.73, m_unitSellPrice=686.73} is created...
Commodity{m_name='Plutonium', m_unitVolume=10, m_decayRatio=0.21, m_currentSupplyAmount=215, m_unitBuyPrice=202.3, m_unitSellPrice=102.30000000000001} is created...
Commodity{m_name='Neptunium', m_unitVolume=8, m_decayRatio=0.29, m_currentSupplyAmount=288, m_unitBuyPrice=1454.79, m_unitSellPrice=1354.79} is created...
Commodity{m_name='Radium', m_unitVolume=10, m_decayRatio=0.29, m_currentSupplyAmount=290, m_unitBuyPrice=1241.71, m_unitSellPrice=1141.71} is created...
Commodity{m_name='Neon', m_unitVolume=7, m_decayRatio=0.25, m_currentSupplyAmount=275, m_unitBuyPrice=447.44, m_unitSellPrice=347.44} is created...
Commodity{m_name='Argon', m_unitVolume=7, m_decayRatio=0.5, m_currentSupplyAmount=152, m_unitBuyPrice=478.12, m_unitSellPrice=378.12} is created...
Commodity{m_name='Krypton', m_unitVolume=6, m_decayRatio=0.55, m_currentSupplyAmount=201, m_unitBuyPrice=854.19, m_unitSellPrice=754.19} is created...
Commodity{m_name='Xenon', m_unitVolume=9, m_decayRatio=0.64, m_currentSupplyAmount=168, m_unitBuyPrice=1084.81, m_unitSellPrice=984.81} is created...
Commodity{m_name='Nitrogen', m_unitVolume=13, m_decayRatio=0.51, m_currentSupplyAmount=222, m_unitBuyPrice=606.02, m_unitSellPrice=506.02} is created...
Commodity{m_name='Carbon Dioxide', m_unitVolume=7, m_decayRatio=0.61, m_currentSupplyAmount=209, m_unitBuyPrice=334.52, m_unitSellPrice=234.51999999999998} is created...
Commodity{m_name='Methane', m_unitVolume=9, m_decayRatio=0.3, m_currentSupplyAmount=207, m_unitBuyPrice=790.15, m_unitSellPrice=690.15} is created...
Commodity{m_name='Ammonia', m_unitVolume=13, m_decayRatio=0.51, m_currentSupplyAmount=288, m_unitBuyPrice=1203.79, m_unitSellPrice=1103.79} is created...
Commodity{m_name='Sulfur', m_unitVolume=12, m_decayRatio=0.57, m_currentSupplyAmount=264, m_unitBuyPrice=748.16, m_unitSellPrice=648.16} is created...
Commodity{m_name='Chlorine', m_unitVolume=9, m_decayRatio=0.25, m_currentSupplyAmount=177, m_unitBuyPrice=367.4, m_unitSellPrice=267.4} is created...
Commodity{m_name='Sodium', m_unitVolume=11, m_decayRatio=0.65, m_currentSupplyAmount=196, m_unitBuyPrice=964.88, m_unitSellPrice=864.88} is created...
Commodity{m_name='Potassium', m_unitVolume=8, m_decayRatio=0.23, m_currentSupplyAmount=238, m_unitBuyPrice=837.12, m_unitSellPrice=737.12} is created...
Commodity{m_name='Magnesium', m_unitVolume=14, m_decayRatio=0.3, m_currentSupplyAmount=229, m_unitBuyPrice=173.0, m_unitSellPrice=73.0} is created...
Commodity{m_name='Calcium', m_unitVolume=7, m_decayRatio=0.69, m_currentSupplyAmount=256, m_unitBuyPrice=1107.85, m_unitSellPrice=1007.8499999999999} is created...
Commodity{m_name='Phosphorus', m_unitVolume=9, m_decayRatio=0.63, m_currentSupplyAmount=250, m_unitBuyPrice=433.18, m_unitSellPrice=333.18} is created...
Commodity{m_name='Selenium', m_unitVolume=5, m_decayRatio=0.68, m_currentSupplyAmount=165, m_unitBuyPrice=695.64, m_unitSellPrice=595.64} is created...
Commodity{m_name='Fluorine', m_unitVolume=6, m_decayRatio=0.32, m_currentSupplyAmount=269, m_unitBuyPrice=1457.09, m_unitSellPrice=1357.09} is created...
Commodity{m_name='Bromine', m_unitVolume=12, m_decayRatio=0.58, m_currentSupplyAmount=193, m_unitBuyPrice=577.19, m_unitSellPrice=477.19000000000005} is created...
Commodity{m_name='Iodine', m_unitVolume=6, m_decayRatio=0.5, m_currentSupplyAmount=183, m_unitBuyPrice=1122.18, m_unitSellPrice=1022.1800000000001} is created...
Commodity{m_name='Lithium', m_unitVolume=13, m_decayRatio=0.65, m_currentSupplyAmount=182, m_unitBuyPrice=658.06, m_unitSellPrice=558.06} is created...
Commodity{m_name='Rubidium', m_unitVolume=11, m_decayRatio=0.28, m_currentSupplyAmount=283, m_unitBuyPrice=516.25, m_unitSellPrice=416.25} is created...
Commodity{m_name='Cesium', m_unitVolume=13, m_decayRatio=0.48, m_currentSupplyAmount=293, m_unitBuyPrice=919.39, m_unitSellPrice=819.39} is created...
Commodity{m_name='Boron', m_unitVolume=5, m_decayRatio=0.58, m_currentSupplyAmount=173, m_unitBuyPrice=998.06, m_unitSellPrice=898.06} is created...
Commodity{m_name='Silicon', m_unitVolume=8, m_decayRatio=0.33, m_currentSupplyAmount=240, m_unitBuyPrice=1425.5, m_unitSellPrice=1325.5} is created...
Commodity{m_name='Germanium', m_unitVolume=9, m_decayRatio=0.6, m_currentSupplyAmount=182, m_unitBuyPrice=779.37, m_unitSellPrice=679.37} is created...
Commodity{m_name='Arsenic', m_unitVolume=14, m_decayRatio=0.39, m_currentSupplyAmount=233, m_unitBuyPrice=291.24, m_unitSellPrice=191.24} is created...
Commodity{m_name='Antimony', m_unitVolume=9, m_decayRatio=0.56, m_currentSupplyAmount=205, m_unitBuyPrice=204.16, m_unitSellPrice=104.16} is created...
Commodity{m_name='Bismuth', m_unitVolume=5, m_decayRatio=0.27, m_currentSupplyAmount=234, m_unitBuyPrice=988.28, m_unitSellPrice=888.28} is created...
Commodity{m_name='Cadmium', m_unitVolume=8, m_decayRatio=0.68, m_currentSupplyAmount=274, m_unitBuyPrice=1461.06, m_unitSellPrice=1361.06} is created...
Commodity{m_name='Gallium', m_unitVolume=12, m_decayRatio=0.43, m_currentSupplyAmount=229, m_unitBuyPrice=818.37, m_unitSellPrice=718.37} is created...
Commodity{m_name='Indium', m_unitVolume=14, m_decayRatio=0.55, m_currentSupplyAmount=274, m_unitBuyPrice=519.61, m_unitSellPrice=419.61} is created...
Commodity{m_name='Thallium', m_unitVolume=12, m_decayRatio=0.32, m_currentSupplyAmount=166, m_unitBuyPrice=1188.02, m_unitSellPrice=1088.02} is created...
Commodity{m_name='Lanthanum', m_unitVolume=14, m_decayRatio=0.29, m_currentSupplyAmount=235, m_unitBuyPrice=550.33, m_unitSellPrice=450.33000000000004} is created...



---------Market Comet Depot is created...

Planet Varda is created...

Commodity{m_name='Lithium', m_unitVolume=10, m_decayRatio=0.32, m_currentSupplyAmount=233, m_unitBuyPrice=368.1, m_unitSellPrice=268.1} is created...
Commodity{m_name='Titanium', m_unitVolume=14, m_decayRatio=0.28, m_currentSupplyAmount=294, m_unitBuyPrice=1306.29, m_unitSellPrice=1206.29} is created...
Commodity{m_name='Platinum', m_unitVolume=10, m_decayRatio=0.27, m_currentSupplyAmount=162, m_unitBuyPrice=269.29, m_unitSellPrice=169.29000000000002} is created...
Commodity{m_name='Gold', m_unitVolume=13, m_decayRatio=0.62, m_currentSupplyAmount=186, m_unitBuyPrice=1244.62, m_unitSellPrice=1144.62} is created...
Commodity{m_name='Silver', m_unitVolume=11, m_decayRatio=0.61, m_currentSupplyAmount=256, m_unitBuyPrice=1341.37, m_unitSellPrice=1241.37} is created...
Commodity{m_name='Helium-3', m_unitVolume=7, m_decayRatio=0.21, m_currentSupplyAmount=202, m_unitBuyPrice=400.07, m_unitSellPrice=300.07} is created...
Commodity{m_name='Water', m_unitVolume=11, m_decayRatio=0.39, m_currentSupplyAmount=255, m_unitBuyPrice=974.73, m_unitSellPrice=874.73} is created...
Commodity{m_name='Food', m_unitVolume=6, m_decayRatio=0.34, m_currentSupplyAmount=196, m_unitBuyPrice=963.33, m_unitSellPrice=863.33} is created...
Commodity{m_name='Oxygen', m_unitVolume=13, m_decayRatio=0.29, m_currentSupplyAmount=284, m_unitBuyPrice=728.52, m_unitSellPrice=628.52} is created...
Commodity{m_name='Hydrogen', m_unitVolume=5, m_decayRatio=0.39, m_currentSupplyAmount=164, m_unitBuyPrice=655.47, m_unitSellPrice=555.47} is created...
Commodity{m_name='Carbon', m_unitVolume=14, m_decayRatio=0.27, m_currentSupplyAmount=290, m_unitBuyPrice=811.5, m_unitSellPrice=711.5} is created...
Commodity{m_name='Iron', m_unitVolume=9, m_decayRatio=0.61, m_currentSupplyAmount=159, m_unitBuyPrice=813.06, m_unitSellPrice=713.06} is created...
Commodity{m_name='Copper', m_unitVolume=13, m_decayRatio=0.29, m_currentSupplyAmount=241, m_unitBuyPrice=692.02, m_unitSellPrice=592.02} is created...
Commodity{m_name='Nickel', m_unitVolume=11, m_decayRatio=0.48, m_currentSupplyAmount=165, m_unitBuyPrice=866.13, m_unitSellPrice=766.13} is created...
Commodity{m_name='Aluminum', m_unitVolume=9, m_decayRatio=0.39, m_currentSupplyAmount=152, m_unitBuyPrice=395.99, m_unitSellPrice=295.99} is created...
Commodity{m_name='Tungsten', m_unitVolume=9, m_decayRatio=0.26, m_currentSupplyAmount=213, m_unitBuyPrice=441.06, m_unitSellPrice=341.06} is created...
Commodity{m_name='Palladium', m_unitVolume=10, m_decayRatio=0.36, m_currentSupplyAmount=157, m_unitBuyPrice=707.92, m_unitSellPrice=607.92} is created...
Commodity{m_name='Rhodium', m_unitVolume=12, m_decayRatio=0.26, m_currentSupplyAmount=187, m_unitBuyPrice=914.01, m_unitSellPrice=814.01} is created...
Commodity{m_name='Iridium', m_unitVolume=7, m_decayRatio=0.55, m_currentSupplyAmount=229, m_unitBuyPrice=408.9, m_unitSellPrice=308.9} is created...
Commodity{m_name='Cobalt', m_unitVolume=9, m_decayRatio=0.26, m_currentSupplyAmount=289, m_unitBuyPrice=1348.63, m_unitSellPrice=1248.63} is created...
Commodity{m_name='Mercury', m_unitVolume=11, m_decayRatio=0.54, m_currentSupplyAmount=173, m_unitBuyPrice=204.65, m_unitSellPrice=104.65} is created...
Commodity{m_name='Lead', m_unitVolume=11, m_decayRatio=0.51, m_currentSupplyAmount=219, m_unitBuyPrice=371.53, m_unitSellPrice=271.53} is created...
Commodity{m_name='Zinc', m_unitVolume=5, m_decayRatio=0.33, m_currentSupplyAmount=222, m_unitBuyPrice=278.99, m_unitSellPrice=178.99} is created...
Commodity{m_name='Tin', m_unitVolume=12, m_decayRatio=0.49, m_currentSupplyAmount=173, m_unitBuyPrice=328.28, m_unitSellPrice=228.27999999999997} is created...
